"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/2020","7,604.30","7,542.44","7,624.78","7,542.44","482.21M","0.82%"
"31/12/2019","7,542.44","7,587.05","7,587.41","7,532.38","212.14M","-0.59%"
"30/12/2019","7,587.05","7,644.90","7,644.90","7,587.05","304.24M","-0.76%"
"27/12/2019","7,644.90","7,632.24","7,665.40","7,622.46","311.11M","0.17%"
"24/12/2019","7,632.24","7,623.59","7,636.16","7,608.22","185.67M","0.11%"
"23/12/2019","7,623.59","7,582.48","7,628.20","7,559.63","539.14M","0.54%"
"20/12/2019","7,582.48","7,573.82","7,599.52","7,564.59","1.16B","0.11%"
"19/12/2019","7,573.82","7,540.75","7,575.90","7,526.10","661.08M","0.44%"
"18/12/2019","7,540.75","7,525.28","7,557.05","7,515.17","679.28M","0.21%"
"17/12/2019","7,525.28","7,519.05","7,537.66","7,497.15","1.10B","0.08%"
"16/12/2019","7,519.05","7,353.44","7,552.65","7,353.18","1.05B","2.25%"
"13/12/2019","7,353.44","7,273.47","7,429.04","7,223.42","1.91B","1.10%"
"12/12/2019","7,273.47","7,216.25","7,307.36","7,216.08","727.08M","0.79%"
"11/12/2019","7,216.25","7,213.76","7,250.67","7,195.49","820.83M","0.03%"
"10/12/2019","7,213.76","7,233.90","7,234.40","7,137.84","703.52M","-0.28%"
"09/12/2019","7,233.90","7,239.66","7,255.73","7,217.80","619.39M","-0.08%"
"06/12/2019","7,239.66","7,137.85","7,241.50","7,137.85","516.37M","1.43%"
"05/12/2019","7,137.85","7,188.50","7,194.78","7,131.16","650.61M","-0.70%"
"04/12/2019","7,188.50","7,158.76","7,190.04","7,139.91","688.01M","0.42%"
"03/12/2019","7,158.76","7,285.94","7,285.94","7,134.93","822.94M","-1.75%"
"02/12/2019","7,285.94","7,346.53","7,400.27","7,277.02","924.43M","-0.82%"
"29/11/2019","7,346.53","7,416.43","7,421.40","7,346.53","627.33M","-0.94%"
"28/11/2019","7,416.43","7,429.78","7,429.78","7,385.32","605.36M","-0.18%"
"27/11/2019","7,429.78","7,403.14","7,446.00","7,400.38","625.05M","0.36%"
"26/11/2019","7,403.14","7,396.29","7,421.30","7,384.96","1.05B","0.09%"
"25/11/2019","7,396.29","7,326.81","7,401.78","7,326.81","570.98M","0.95%"
"22/11/2019","7,326.81","7,238.55","7,343.26","7,238.47","611.24M","1.22%"
"21/11/2019","7,238.55","7,262.49","7,262.49","7,197.33","608.18M","-0.33%"
"20/11/2019","7,262.49","7,323.80","7,323.80","7,219.11","814.23M","-0.84%"
"19/11/2019","7,323.80","7,307.70","7,404.47","7,307.70","605.67M","0.22%"
"18/11/2019","7,307.70","7,302.94","7,335.36","7,293.40","764.23M","0.07%"
"15/11/2019","7,302.94","7,292.76","7,335.55","7,243.15","770.47M","0.14%"
"14/11/2019","7,292.76","7,351.21","7,351.28","7,292.76","675.22M","-0.80%"
"13/11/2019","7,351.21","7,365.44","7,365.44","7,301.71","694.52M","-0.19%"
"12/11/2019","7,365.44","7,328.54","7,390.00","7,328.18","738.72M","0.50%"
"11/11/2019","7,328.54","7,359.38","7,359.38","7,258.46","821.77M","-0.42%"
"08/11/2019","7,359.38","7,406.41","7,406.83","7,349.12","535.07M","-0.63%"
"07/11/2019","7,406.41","7,396.65","7,431.94","7,396.00","668.25M","0.13%"
"06/11/2019","7,396.65","7,388.08","7,398.78","7,363.55","601.83M","0.12%"
"05/11/2019","7,388.08","7,369.69","7,402.79","7,369.61","673.19M","0.25%"
"04/11/2019","7,369.69","7,302.42","7,392.73","7,302.42","582.16M","0.92%"
"01/11/2019","7,302.42","7,248.38","7,307.18","7,248.38","582.08M","0.75%"
"31/10/2019","7,248.38","7,330.78","7,335.16","7,245.23","847.65M","-1.12%"
"30/10/2019","7,330.78","7,306.26","7,334.04","7,278.18","672.19M","0.34%"
"29/10/2019","7,306.26","7,331.28","7,335.73","7,264.74","710.02M","-0.34%"
"28/10/2019","7,331.28","7,324.47","7,346.92","7,291.59","676.04M","0.09%"
"25/10/2019","7,324.47","7,328.25","7,331.17","7,279.78","580.30M","-0.05%"
"24/10/2019","7,328.25","7,260.74","7,338.87","7,255.46","733.23M","0.93%"
"23/10/2019","7,260.74","7,212.49","7,265.86","7,194.13","764.42M","0.67%"
"22/10/2019","7,212.49","7,163.64","7,230.17","7,146.69","800.69M","0.68%"
"21/10/2019","7,163.64","7,150.57","7,197.53","7,139.38","853.63M","0.18%"
"18/10/2019","7,150.57","7,182.32","7,197.14","7,146.11","869.34M","-0.44%"
"17/10/2019","7,182.32","7,167.95","7,237.78","7,162.04","1.13B","0.20%"
"16/10/2019","7,167.95","7,211.64","7,217.63","7,149.84","1.00B","-0.61%"
"15/10/2019","7,211.64","7,213.45","7,242.37","7,176.67","1.12B","-0.03%"
"14/10/2019","7,213.45","7,247.08","7,251.80","7,194.21","780.57M","-0.46%"
"11/10/2019","7,247.08","7,186.36","7,250.09","7,144.66","1.51B","0.84%"
"10/10/2019","7,186.36","7,166.50","7,212.90","7,130.52","700.02M","0.28%"
"09/10/2019","7,166.50","7,143.15","7,196.41","7,139.90","582.02M","0.33%"
"08/10/2019","7,143.15","7,197.88","7,223.86","7,143.15","691.68M","-0.76%"
"07/10/2019","7,197.88","7,155.38","7,206.89","7,132.98","551.39M","0.59%"
"04/10/2019","7,155.38","7,077.64","7,157.75","7,077.40","588.78M","1.10%"
"03/10/2019","7,077.64","7,122.54","7,129.02","7,004.43","635.55M","-0.63%"
"02/10/2019","7,122.54","7,360.32","7,360.32","7,119.72","747.80M","-3.23%"
"01/10/2019","7,360.32","7,408.21","7,433.24","7,352.83","734.56M","-0.65%"
"30/09/2019","7,408.21","7,426.21","7,439.62","7,402.20","655.55M","-0.24%"
"27/09/2019","7,426.21","7,351.08","7,440.77","7,351.00","583.85M","1.02%"
"26/09/2019","7,351.08","7,289.99","7,387.09","7,277.15","704.71M","0.84%"
"25/09/2019","7,289.99","7,291.43","7,292.00","7,212.96","704.55M","-0.02%"
"24/09/2019","7,291.43","7,326.08","7,348.97","7,281.91","588.77M","-0.47%"
"23/09/2019","7,326.08","7,344.92","7,362.30","7,284.75","489.65M","-0.26%"
"20/09/2019","7,344.92","7,356.42","7,376.31","7,322.01","1.66B","-0.16%"
"19/09/2019","7,356.42","7,314.05","7,373.08","7,290.69","632.74M","0.58%"
"18/09/2019","7,314.05","7,320.40","7,350.52","7,300.37","642.71M","-0.09%"
"17/09/2019","7,320.40","7,321.41","7,350.24","7,292.23","698.42M","-0.01%"
"16/09/2019","7,321.41","7,367.46","7,378.32","7,321.41","908.26M","-0.63%"
"13/09/2019","7,367.46","7,344.67","7,380.29","7,318.23","1.00B","0.31%"
"12/09/2019","7,344.67","7,338.03","7,369.34","7,303.17","725.26M","0.09%"
"11/09/2019","7,338.03","7,267.95","7,346.71","7,267.95","829.12M","0.96%"
"10/09/2019","7,267.95","7,235.81","7,270.50","7,199.40","1.03B","0.44%"
"09/09/2019","7,235.81","7,282.34","7,325.21","7,205.98","794.83M","-0.64%"
"06/09/2019","7,282.34","7,271.17","7,284.11","7,244.13","692.28M","0.15%"
"05/09/2019","7,271.17","7,311.26","7,330.71","7,250.63","711.30M","-0.55%"
"04/09/2019","7,311.26","7,268.19","7,334.55","7,268.19","677.43M","0.59%"
"03/09/2019","7,268.19","7,281.94","7,301.47","7,239.10","626.09M","-0.19%"
"02/09/2019","7,281.94","7,207.18","7,315.26","7,206.90","497.75M","1.04%"
"30/08/2019","7,207.18","7,184.32","7,240.37","7,179.70","727.84M","0.32%"
"29/08/2019","7,184.32","7,114.71","7,199.20","7,103.12","635.67M","0.98%"
"28/08/2019","7,114.71","7,089.58","7,131.21","7,050.00","675.63M","0.35%"
"27/08/2019","7,089.58","7,094.98","7,110.76","7,044.73","851.39M","-0.08%"
"23/08/2019","7,094.98","7,128.18","7,188.59","7,094.98","643.00M","-0.47%"
"22/08/2019","7,128.18","7,203.97","7,203.97","7,103.67","653.34M","-1.05%"
"21/08/2019","7,203.97","7,125.00","7,215.53","7,122.12","604.70M","1.11%"
"20/08/2019","7,125.00","7,189.65","7,231.65","7,121.24","766.07M","-0.90%"
"19/08/2019","7,189.65","7,117.15","7,214.23","7,117.15","612.86M","1.02%"
"16/08/2019","7,117.15","7,067.01","7,125.90","7,067.01","651.94M","0.71%"
"15/08/2019","7,067.01","7,147.88","7,148.75","7,020.22","806.74M","-1.13%"
"14/08/2019","7,147.88","7,250.90","7,268.73","7,112.05","811.52M","-1.42%"
"13/08/2019","7,250.90","7,226.72","7,281.14","7,166.86","698.40M","0.33%"
"12/08/2019","7,226.72","7,253.85","7,305.56","7,207.46","585.46M","-0.37%"
"09/08/2019","7,253.85","7,285.90","7,297.28","7,237.13","819.38M","-0.44%"
"08/08/2019","7,285.90","7,198.70","7,285.90","7,191.25","748.51M","1.21%"
"07/08/2019","7,198.70","7,171.69","7,237.88","7,153.89","758.26M","0.38%"
"06/08/2019","7,171.69","7,223.85","7,241.57","7,166.98","816.23M","-0.72%"
"05/08/2019","7,223.85","7,407.06","7,407.06","7,200.54","1.28B","-2.47%"
"02/08/2019","7,407.06","7,584.87","7,585.24","7,397.91","1.06B","-2.34%"
"01/08/2019","7,584.87","7,586.78","7,609.98","7,535.90","843.10M","-0.03%"
"31/07/2019","7,586.78","7,646.77","7,648.20","7,576.12","1.13B","-0.78%"
"30/07/2019","7,646.77","7,686.61","7,727.49","7,643.65","847.75M","-0.52%"
"29/07/2019","7,686.61","7,549.06","7,711.34","7,548.86","782.74M","1.82%"
"26/07/2019","7,549.06","7,489.05","7,553.55","7,486.74","799.73M","0.80%"
"25/07/2019","7,489.05","7,501.46","7,542.64","7,462.73","651.31M","-0.17%"
"24/07/2019","7,501.46","7,556.86","7,558.01","7,479.07","657.12M","-0.73%"
"23/07/2019","7,556.86","7,514.93","7,598.60","7,514.93","654.56M","0.56%"
"22/07/2019","7,514.93","7,508.70","7,549.71","7,491.79","528.99M","0.08%"
"19/07/2019","7,508.70","7,493.09","7,546.65","7,475.49","593.42M","0.21%"
"18/07/2019","7,493.09","7,535.46","7,535.46","7,482.60","519.63M","-0.56%"
"17/07/2019","7,535.46","7,577.20","7,577.20","7,519.22","594.49M","-0.55%"
"16/07/2019","7,577.20","7,531.72","7,590.07","7,524.52","625.96M","0.60%"
"15/07/2019","7,531.72","7,505.97","7,548.33","7,487.44","497.44M","0.34%"
"12/07/2019","7,505.97","7,509.82","7,537.10","7,493.80","516.64M","-0.05%"
"11/07/2019","7,509.82","7,530.69","7,558.34","7,501.66","611.47M","-0.28%"
"10/07/2019","7,530.69","7,536.47","7,559.12","7,515.61","559.06M","-0.08%"
"09/07/2019","7,536.47","7,549.27","7,553.30","7,517.94","559.72M","-0.17%"
"08/07/2019","7,549.27","7,553.14","7,571.34","7,538.67","554.95M","-0.05%"
"05/07/2019","7,553.14","7,603.58","7,603.61","7,541.86","537.93M","-0.66%"
"04/07/2019","7,603.58","7,609.32","7,622.58","7,601.33","502.80M","-0.08%"
"03/07/2019","7,609.32","7,559.19","7,621.02","7,558.47","703.62M","0.66%"
"02/07/2019","7,559.19","7,497.50","7,565.27","7,497.50","573.57M","0.82%"
"01/07/2019","7,497.50","7,425.63","7,530.24","7,425.63","654.27M","0.97%"
"28/06/2019","7,425.63","7,402.33","7,436.18","7,398.92","730.44M","0.31%"
"27/06/2019","7,402.33","7,416.39","7,439.43","7,375.51","665.86M","-0.19%"
"26/06/2019","7,416.39","7,422.43","7,435.90","7,405.54","673.95M","-0.08%"
"25/06/2019","7,422.43","7,416.69","7,429.72","7,373.22","626.13M","0.08%"
"24/06/2019","7,416.69","7,407.50","7,435.54","7,399.56","646.88M","0.12%"
"21/06/2019","7,407.50","7,424.44","7,456.79","7,382.94","1.49B","-0.23%"
"20/06/2019","7,424.44","7,403.54","7,460.83","7,403.54","698.66M","0.28%"
"19/06/2019","7,403.54","7,443.04","7,454.93","7,399.17","774.63M","-0.53%"
"18/06/2019","7,443.04","7,357.31","7,469.19","7,345.55","823.67M","1.17%"
"17/06/2019","7,357.31","7,345.78","7,370.70","7,324.54","548.16M","0.16%"
"14/06/2019","7,345.78","7,368.57","7,368.80","7,316.44","629.60M","-0.31%"
"13/06/2019","7,368.57","7,367.62","7,398.61","7,350.98","627.57M","0.01%"
"12/06/2019","7,367.62","7,398.45","7,398.45","7,329.26","824.87M","-0.42%"
"11/06/2019","7,398.45","7,375.54","7,420.73","7,375.54","690.48M","0.31%"
"10/06/2019","7,375.54","7,331.94","7,380.14","7,331.94","460.89M","0.59%"
"07/06/2019","7,331.94","7,259.85","7,347.41","7,258.16","610.88M","0.99%"
"06/06/2019","7,259.85","7,220.22","7,275.66","7,218.67","640.48M","0.55%"
"05/06/2019","7,220.22","7,216.74","7,259.24","7,201.36","768.03M","0.08%"
"04/06/2019","7,214.29","7,184.80","7,223.96","7,138.14","855.20M","0.41%"
"03/06/2019","7,184.80","7,161.71","7,186.71","7,079.71","733.57M","0.32%"
"31/05/2019","7,161.71","7,218.16","7,218.16","7,130.85","870.74M","-0.78%"
"30/05/2019","7,218.16","7,185.30","7,236.68","7,180.57","658.19M","0.46%"
"29/05/2019","7,185.30","7,268.95","7,268.95","7,151.37","673.07M","-1.15%"
"28/05/2019","7,268.95","7,277.73","7,314.85","7,262.80","1.19B","-0.12%"
"24/05/2019","7,277.73","7,231.04","7,303.04","7,231.01","653.15M","0.65%"
"23/05/2019","7,231.04","7,334.19","7,334.19","7,211.33","819.67M","-1.41%"
"22/05/2019","7,334.19","7,328.92","7,373.27","7,313.55","825.72M","0.07%"
"21/05/2019","7,328.92","7,310.88","7,370.02","7,310.88","772.49M","0.25%"
"20/05/2019","7,310.88","7,348.62","7,360.34","7,268.63","755.12M","-0.51%"
"17/05/2019","7,348.62","7,353.51","7,354.22","7,307.33","763.92M","-0.07%"
"16/05/2019","7,353.51","7,296.95","7,353.51","7,265.77","676.25M","0.78%"
"15/05/2019","7,296.95","7,241.60","7,303.73","7,223.08","834.95M","0.76%"
"14/05/2019","7,241.60","7,163.68","7,241.60","7,163.68","743.86M","1.09%"
"13/05/2019","7,163.68","7,203.29","7,217.12","7,150.89","797.46M","-0.55%"
"10/05/2019","7,203.29","7,207.41","7,268.17","7,189.88","637.29M","-0.06%"
"09/05/2019","7,207.41","7,271.00","7,271.00","7,192.18","880.88M","-0.87%"
"08/05/2019","7,271.00","7,260.47","7,278.26","7,222.88","834.24M","0.15%"
"07/05/2019","7,260.47","7,380.64","7,380.64","7,251.03","907.82M","-1.63%"
"03/05/2019","7,380.64","7,351.31","7,418.17","7,350.01","476.58M","0.40%"
"02/05/2019","7,351.31","7,385.26","7,393.94","7,339.45","637.48M","-0.46%"
"01/05/2019","7,385.26","7,418.22","7,446.46","7,379.65","347.13M","-0.44%"
"30/04/2019","7,418.22","7,440.66","7,451.32","7,394.07","774.32M","-0.30%"
"29/04/2019","7,440.66","7,428.19","7,456.49","7,406.53","506.41M","0.17%"
"26/04/2019","7,428.19","7,434.13","7,442.21","7,398.57","865.75M","-0.08%"
"25/04/2019","7,434.13","7,471.75","7,473.32","7,405.99","695.23M","-0.50%"
"24/04/2019","7,471.75","7,523.07","7,523.79","7,456.74","703.75M","-0.68%"
"23/04/2019","7,523.07","7,459.88","7,528.93","7,459.88","795.96M","0.85%"
"18/04/2019","7,459.88","7,471.32","7,475.91","7,437.87","536.60M","-0.15%"
"17/04/2019","7,471.32","7,469.92","7,478.95","7,445.12","665.16M","0.02%"
"16/04/2019","7,469.92","7,436.87","7,485.93","7,436.87","642.95M","0.44%"
"15/04/2019","7,436.87","7,437.06","7,447.08","7,420.27","527.42M","0.00%"
"12/04/2019","7,437.06","7,417.95","7,454.78","7,415.00","718.44M","0.26%"
"11/04/2019","7,417.95","7,421.91","7,441.89","7,383.47","649.07M","-0.05%"
"10/04/2019","7,421.91","7,425.57","7,441.36","7,409.39","587.36M","-0.05%"
"09/04/2019","7,425.57","7,451.89","7,477.62","7,413.27","672.46M","-0.35%"
"08/04/2019","7,451.89","7,446.87","7,459.93","7,420.41","588.84M","0.07%"
"05/04/2019","7,446.87","7,401.94","7,461.39","7,400.79","700.98M","0.61%"
"04/04/2019","7,401.94","7,418.28","7,418.43","7,367.44","696.56M","-0.22%"
"03/04/2019","7,418.28","7,391.12","7,418.31","7,380.93","908.00M","0.37%"
"02/04/2019","7,391.12","7,317.38","7,403.56","7,316.81","742.82M","1.01%"
"01/04/2019","7,317.38","7,279.19","7,352.15","7,279.19","718.29M","0.52%"
"29/03/2019","7,279.19","7,234.33","7,287.72","7,223.30","818.95M","0.62%"
"28/03/2019","7,234.33","7,194.19","7,265.47","7,190.87","585.60M","0.56%"
"27/03/2019","7,194.19","7,196.29","7,222.64","7,160.14","699.73M","-0.03%"
"26/03/2019","7,196.29","7,177.58","7,221.02","7,169.37","649.06M","0.26%"
"25/03/2019","7,177.58","7,207.59","7,208.09","7,146.83","604.28M","-0.42%"
"22/03/2019","7,207.59","7,355.31","7,356.37","7,192.76","716.21M","-2.01%"
"21/03/2019","7,355.31","7,291.01","7,370.61","7,290.62","731.35M","0.88%"
"20/03/2019","7,291.01","7,324.00","7,341.57","7,291.01","771.73M","-0.45%"
"19/03/2019","7,324.00","7,299.19","7,350.10","7,294.50","617.24M","0.34%"
"18/03/2019","7,299.19","7,228.28","7,299.19","7,228.19","662.83M","0.98%"
"15/03/2019","7,228.28","7,185.43","7,243.80","7,185.43","1.38B","0.60%"
"14/03/2019","7,185.43","7,159.19","7,215.45","7,148.08","815.71M","0.37%"
"13/03/2019","7,159.19","7,151.15","7,181.85","7,128.71","767.65M","0.11%"
"12/03/2019","7,151.15","7,130.62","7,166.55","7,083.22","775.29M","0.29%"
"11/03/2019","7,130.62","7,104.31","7,181.61","7,104.31","695.14M","0.37%"
"08/03/2019","7,104.31","7,157.55","7,157.55","7,077.93","640.78M","-0.74%"
"07/03/2019","7,157.55","7,196.00","7,196.00","7,126.57","712.68M","-0.53%"
"06/03/2019","7,196.00","7,183.43","7,211.83","7,170.25","816.15M","0.17%"
"05/03/2019","7,183.43","7,134.39","7,191.65","7,127.18","819.86M","0.69%"
"04/03/2019","7,134.39","7,106.73","7,166.19","7,106.73","654.23M","0.39%"
"01/03/2019","7,106.73","7,074.73","7,129.72","7,074.73","722.48M","0.45%"
"28/02/2019","7,074.73","7,107.20","7,107.20","7,041.03","1.01B","-0.46%"
"27/02/2019","7,107.20","7,151.12","7,151.12","7,082.62","897.62M","-0.61%"
"26/02/2019","7,151.12","7,183.74","7,183.79","7,091.59","892.46M","-0.45%"
"25/02/2019","7,183.74","7,178.60","7,210.70","7,158.19","664.87M","0.07%"
"22/02/2019","7,178.60","7,167.39","7,220.52","7,162.37","666.72M","0.16%"
"21/02/2019","7,167.39","7,228.62","7,228.78","7,141.85","822.59M","-0.85%"
"20/02/2019","7,228.62","7,179.17","7,234.16","7,177.95","887.89M","0.69%"
"19/02/2019","7,179.17","7,219.47","7,219.53","7,162.80","643.41M","-0.56%"
"18/02/2019","7,219.47","7,236.68","7,242.09","7,209.70","453.43M","-0.24%"
"15/02/2019","7,236.68","7,197.01","7,261.63","7,185.23","709.70M","0.55%"
"14/02/2019","7,197.01","7,190.84","7,232.83","7,183.01","535.04M","0.09%"
"13/02/2019","7,190.84","7,133.14","7,205.07","7,133.14","578.84M","0.81%"
"12/02/2019","7,133.14","7,129.11","7,168.61","7,121.72","542.97M","0.06%"
"11/02/2019","7,129.11","7,071.18","7,149.23","7,071.18","565.26M","0.82%"
"08/02/2019","7,071.18","7,093.58","7,115.83","7,064.90","548.73M","-0.32%"
"07/02/2019","7,093.58","7,173.09","7,187.51","7,093.58","669.72M","-1.11%"
"06/02/2019","7,173.09","7,177.37","7,184.22","7,146.65","618.00M","-0.06%"
"05/02/2019","7,177.37","7,034.13","7,180.71","7,033.57","683.46M","2.04%"
"04/02/2019","7,034.13","7,020.22","7,046.58","7,002.42","630.90M","0.20%"
"01/02/2019","7,020.22","6,968.85","7,024.45","6,968.85","645.35M","0.74%"
"31/01/2019","6,968.85","6,941.63","6,994.88","6,941.09","893.09M","0.39%"
"30/01/2019","6,941.63","6,833.93","6,967.70","6,833.93","771.90M","1.58%"
"29/01/2019","6,833.93","6,747.10","6,860.34","6,747.10","718.59M","1.29%"
"28/01/2019","6,747.10","6,809.22","6,812.53","6,734.00","668.24M","-0.91%"
"25/01/2019","6,809.22","6,818.95","6,858.19","6,806.77","749.99M","-0.14%"
"24/01/2019","6,818.95","6,842.88","6,854.59","6,802.03","618.51M","-0.35%"
"23/01/2019","6,842.88","6,901.39","6,901.63","6,834.30","666.01M","-0.85%"
"22/01/2019","6,901.39","6,970.59","6,970.59","6,880.69","583.46M","-0.99%"
"21/01/2019","6,970.59","6,968.33","6,987.93","6,954.52","488.78M","0.03%"
"18/01/2019","6,968.33","6,834.92","6,984.36","6,834.92","820.33M","1.95%"
"17/01/2019","6,834.92","6,862.68","6,862.68","6,799.03","600.66M","-0.40%"
"16/01/2019","6,862.68","6,895.02","6,912.44","6,848.57","811.96M","-0.47%"
"15/01/2019","6,895.02","6,855.02","6,910.45","6,849.63","708.58M","0.58%"
"14/01/2019","6,855.02","6,918.18","6,918.21","6,841.74","704.57M","-0.91%"
"11/01/2019","6,918.18","6,942.87","7,001.94","6,902.65","701.51M","-0.36%"
"10/01/2019","6,942.87","6,906.63","6,948.18","6,860.82","630.32M","0.52%"
"09/01/2019","6,906.63","6,861.60","6,938.31","6,861.60","887.29M","0.66%"
"08/01/2019","6,861.60","6,810.88","6,901.48","6,804.89","672.10M","0.74%"
"07/01/2019","6,810.88","6,837.42","6,874.11","6,778.01","759.33M","-0.39%"
"04/01/2019","6,837.42","6,692.66","6,850.37","6,692.50","658.88M","2.16%"
